sub,seed_age,seed_roi,target_age,target_roi,corr
NDAREG930XPP,5,lOFA,7.995779,lLO,0.15978011118110877
NDAREG930XPP,5,lOFA,7.995779,rLO,0.007357964843045777
NDAREG930XPP,5,lOFA,7.995779,lFFA,0.12778449723587285
NDAREG930XPP,5,lOFA,7.995779,rFFA,0.0936475762500275
NDAREG930XPP,5,lOFA,7.995779,lOFA,0.19277224386928954
NDAREG930XPP,5,lOFA,7.995779,rOFA,-0.00497512076317718
NDAREK255DEE,5,lOFA,6.508898,lLO,0.08883849197794973
NDAREK255DEE,5,lOFA,6.508898,rLO,0.0731123590879642
NDAREK255DEE,5,lOFA,6.508898,lFFA,0.007794390706091532
NDAREK255DEE,5,lOFA,6.508898,rFFA,0.03428528356316083
NDAREK255DEE,5,lOFA,6.508898,lOFA,0.14498831487867053
NDAREK255DEE,5,lOFA,6.508898,rOFA,0.05042984674978428
NDARKG460MWV,5,lOFA,7.174309,lLO,-0.017791336472743658
NDARKG460MWV,5,lOFA,7.174309,rLO,0.023251492412703686
NDARKG460MWV,5,lOFA,7.174309,lFFA,0.0076693533572241524
NDARKG460MWV,5,lOFA,7.174309,rFFA,-0.005294404416485484
NDARKG460MWV,5,lOFA,7.174309,lOFA,0.0005515489237454184
NDARKG460MWV,5,lOFA,7.174309,rOFA,0.013214913227663511
NDARVL498YX5,5,lOFA,7.155487,lLO,0.05414712784599134
NDARVL498YX5,5,lOFA,7.155487,rLO,0.04477050530265083
NDARVL498YX5,5,lOFA,7.155487,lFFA,0.08093921588447507
NDARVL498YX5,5,lOFA,7.155487,rFFA,0.05029822243136794
NDARVL498YX5,5,lOFA,7.155487,lOFA,-0.006665453433178376
NDARVL498YX5,5,lOFA,7.155487,rOFA,0.07536020443372696
NDARAC857HDB,5,lOFA,6.975017,lLO,0.11571781896428615
NDARAC857HDB,5,lOFA,6.975017,rLO,0.06278778440273511
NDARAC857HDB,5,lOFA,6.975017,lFFA,0.0757981992968617
NDARAC857HDB,5,lOFA,6.975017,rFFA,0.0007645110801199775
NDARAC857HDB,5,lOFA,6.975017,lOFA,0.1180046761942417
NDARAC857HDB,5,lOFA,6.975017,rOFA,0.0077599292686687795
NDARAD615WLJ,5,lOFA,6.304243,lLO,-0.034544586621545255
NDARAD615WLJ,5,lOFA,6.304243,rLO,0.012057670570938013
NDARAD615WLJ,5,lOFA,6.304243,lFFA,0.0601589762009318
NDARAD615WLJ,5,lOFA,6.304243,rFFA,0.01415292262390511
NDARAD615WLJ,5,lOFA,6.304243,lOFA,-0.0447206883829505
NDARAD615WLJ,5,lOFA,6.304243,rOFA,-0.0018004301972299778
NDARBL214YLX,5,lOFA,6.218913,lLO,0.008465105113235005
NDARBL214YLX,5,lOFA,6.218913,rLO,-0.04008776578885176
NDARBL214YLX,5,lOFA,6.218913,lFFA,0.02358254667607276
NDARBL214YLX,5,lOFA,6.218913,rFFA,-0.0031493583646319437
NDARBL214YLX,5,lOFA,6.218913,lOFA,-0.019603480488754575
NDARBL214YLX,5,lOFA,6.218913,rOFA,-0.0707335277504941
NDARCW497XW2,5,lOFA,7.757472,lLO,0.030882805256688933
NDARCW497XW2,5,lOFA,7.757472,rLO,0.08523528907383472
