sub,seed_age,seed_roi,target_age,target_roi,corr
NDAREG930XPP,18,rLO,7.995779,lLO,-0.015053134158738742
NDAREG930XPP,18,rLO,7.995779,rLO,-0.0076132181368943315
NDAREG930XPP,18,rLO,7.995779,lFFA,-0.05156094286510046
NDAREG930XPP,18,rLO,7.995779,rFFA,-0.008613290061870308
NDAREG930XPP,18,rLO,7.995779,lOFA,0.011742772242495437
NDAREG930XPP,18,rLO,7.995779,rOFA,-0.006708104769968918
NDAREK255DEE,18,rLO,6.508898,lLO,0.270659520100437
NDAREK255DEE,18,rLO,6.508898,rLO,0.24573959329506223
NDAREK255DEE,18,rLO,6.508898,lFFA,0.13834280582261005
NDAREK255DEE,18,rLO,6.508898,rFFA,0.13603897587445257
NDAREK255DEE,18,rLO,6.508898,lOFA,0.20961466496045392
NDAREK255DEE,18,rLO,6.508898,rOFA,0.2022802353804125
NDARKG460MWV,18,rLO,7.174309,lLO,0.13018427597728285
NDARKG460MWV,18,rLO,7.174309,rLO,0.1612151783703741
NDARKG460MWV,18,rLO,7.174309,lFFA,0.06488965641206358
NDARKG460MWV,18,rLO,7.174309,rFFA,0.12837062030424107
NDARKG460MWV,18,rLO,7.174309,lOFA,0.05052218838745439
NDARKG460MWV,18,rLO,7.174309,rOFA,0.1650143340257116
NDARVL498YX5,18,rLO,7.155487,lLO,-0.010710908639677434
NDARVL498YX5,18,rLO,7.155487,rLO,0.03439622672444836
NDARVL498YX5,18,rLO,7.155487,lFFA,0.06931176423635561
NDARVL498YX5,18,rLO,7.155487,rFFA,-0.08390309932691997
NDARVL498YX5,18,rLO,7.155487,lOFA,0.005078112966174044
NDARVL498YX5,18,rLO,7.155487,rOFA,6.10826086524756e-05
NDARAC857HDB,18,rLO,6.975017,lLO,0.1585667082637227
NDARAC857HDB,18,rLO,6.975017,rLO,0.20351713010630737
NDARAC857HDB,18,rLO,6.975017,lFFA,0.054809804915949445
NDARAC857HDB,18,rLO,6.975017,rFFA,0.12636368947780777
NDARAC857HDB,18,rLO,6.975017,lOFA,0.022254578376206285
NDARAC857HDB,18,rLO,6.975017,rOFA,0.16597100029545367
NDARAD615WLJ,18,rLO,6.304243,lLO,-0.09922386424632752
NDARAD615WLJ,18,rLO,6.304243,rLO,-0.11032980843390336
NDARAD615WLJ,18,rLO,6.304243,lFFA,-0.06679201498349299
NDARAD615WLJ,18,rLO,6.304243,rFFA,-0.11365111554468035
NDARAD615WLJ,18,rLO,6.304243,lOFA,-0.07874220457483781
NDARAD615WLJ,18,rLO,6.304243,rOFA,-0.11656711919868416
NDARBL214YLX,18,rLO,6.218913,lLO,0.12695860724777083
NDARBL214YLX,18,rLO,6.218913,rLO,0.01993435776338207
NDARBL214YLX,18,rLO,6.218913,lFFA,0.12195998692129639
NDARBL214YLX,18,rLO,6.218913,rFFA,-0.03408691680639253
NDARBL214YLX,18,rLO,6.218913,lOFA,0.13886779551784578
NDARBL214YLX,18,rLO,6.218913,rOFA,-0.012231512463661526
NDARCW497XW2,18,rLO,7.757472,lLO,0.017558872848899246
NDARCW497XW2,18,rLO,7.757472,rLO,0.10422884066012697
NDARCW497XW2,18,rLO,7.757472,lFFA,-0.005442823803309697
NDARCW497XW2,18,rLO,7.757472,rFFA,0.10170194967505138
NDARCW497XW2,18,rLO,7.757472,lOFA,-0.12021807815467705
NDARCW497XW2,18,rLO,7.757472,rOFA,0.07978359280249749
NDARDN393BJH,18,rLO,7.90851,lLO,0.16166101216046122
